pT,label,z,D
3,IC (μ=mc),0.484422,0.902085
3,IC (μ=mc),0.489196,0.919822
3,IC (μ=mc),0.493969,0.937756
3,IC (μ=mc),0.498743,0.955881
3,IC (μ=mc),0.503517,0.974193
3,IC (μ=mc),0.508291,0.992686
3,IC (μ=mc),0.513065,1.01135
3,IC (μ=mc),0.517839,1.03019
3,IC (μ=mc),0.522613,1.04918
3,IC (μ=mc),0.527386,1.06833
3,IC (μ=mc),0.53216,1.08761
3,IC (μ=mc),0.536934,1.10703
3,IC (μ=mc),0.541708,1.12657
3,IC (μ=mc),0.546482,1.14621
3,IC (μ=mc),0.551256,1.16595
3,IC (μ=mc),0.55603,1.18578
3,IC (μ=mc),0.560803,1.20566
3,IC (μ=mc),0.565577,1.2256
3,IC (μ=mc),0.570351,1.24557
3,IC (μ=mc),0.575125,1.26555
3,IC (μ=mc),0.579899,1.28553
3,IC (μ=mc),0.584673,1.30548
3,IC (μ=mc),0.589447,1.32537
3,IC (μ=mc),0.594221,1.34519
3,IC (μ=mc),0.598994,1.36491
3,IC (μ=mc),0.603768,1.3845
3,IC (μ=mc),0.608542,1.40394
3,IC (μ=mc),0.613316,1.42318
3,IC (μ=mc),0.61809,1.44221
3,IC (μ=mc),0.622864,1.46098
3,IC (μ=mc),0.627638,1.47946
3,IC (μ=mc),0.632411,1.49761
3,IC (μ=mc),0.637185,1.5154
3,IC (μ=mc),0.641959,1.53277
3,IC (μ=mc),0.646733,1.54969
3,IC (μ=mc),0.651507,1.56612
3,IC (μ=mc),0.656281,1.582
3,IC (μ=mc),0.661055,1.59729
3,IC (μ=mc),0.665828,1.61193
3,IC (μ=mc),0.670602,1.62588
3,IC (μ=mc),0.675376,1.63907
3,IC (μ=mc),0.68015,1.65146
3,IC (μ=mc),0.684924,1.66299
3,IC (μ=mc),0.689698,1.67359
3,IC (μ=mc),0.694472,1.68321
3,IC (μ=mc),0.699246,1.69179
3,IC (μ=mc),0.704019,1.69926
3,IC (μ=mc),0.708793,1.70556
3,IC (μ=mc),0.713567,1.71063
3,IC (μ=mc),0.718341,1.7144
3,IC (μ=mc),0.723115,1.71681
3,IC (μ=mc),0.727889,1.7178
3,IC (μ=mc),0.732663,1.7173
3,IC (μ=mc),0.737436,1.71526
3,IC (μ=mc),0.74221,1.7116
3,IC (μ=mc),0.746984,1.70629
3,IC (μ=mc),0.751758,1.69925
3,IC (μ=mc),0.756532,1.69043
3,IC (μ=mc),0.761306,1.6798
3,IC (μ=mc),0.76608,1.66729
3,IC (μ=mc),0.770854,1.65288
3,IC (μ=mc),0.775627,1.63652
3,IC (μ=mc),0.780401,1.61818
3,IC (μ=mc),0.785175,1.59785
3,IC (μ=mc),0.789949,1.57551
3,IC (μ=mc),0.794723,1.55115
3,IC (μ=mc),0.799497,1.52476
3,IC (μ=mc),0.804271,1.49637
3,IC (μ=mc),0.809044,1.46598
3,IC (μ=mc),0.813818,1.43362
3,IC (μ=mc),0.818592,1.39934
3,IC (μ=mc),0.823366,1.36319
3,IC (μ=mc),0.82814,1.32522
3,IC (μ=mc),0.832914,1.28552
3,IC (μ=mc),0.837688,1.24416
3,IC (μ=mc),0.842461,1.20125
3,IC (μ=mc),0.847235,1.15689
3,IC (μ=mc),0.852009,1.1112
3,IC (μ=mc),0.856783,1.06433
3,IC (μ=mc),0.861557,1.01641
3,IC (μ=mc),0.866331,0.967604
3,IC (μ=mc),0.871105,0.918074
3,IC (μ=mc),0.875879,0.867997
3,IC (μ=mc),0.880652,0.817558
3,IC (μ=mc),0.885426,0.766949
3,IC (μ=mc),0.8902,0.716371
3,IC (μ=mc),0.894974,0.666027
3,IC (μ=mc),0.899748,0.616127
3,IC (μ=mc),0.904522,0.566879
3,IC (μ=mc),0.909296,0.518498
3,IC (μ=mc),0.914069,0.471194
3,IC (μ=mc),0.918843,0.425175
3,IC (μ=mc),0.923617,0.380648
3,IC (μ=mc),0.928391,0.337811
3,IC (μ=mc),0.933165,0.296857
3,IC (μ=mc),0.937939,0.257969
3,IC (μ=mc),0.942713,0.22132
3,IC (μ=mc),0.947486,0.187072
3,IC (μ=mc),0.95226,0.155374
3,IC (μ=mc),0.957034,0.126358
3,IC (μ=mc),0.961808,0.100144
3,IC (μ=mc),0.966582,0.0768353
3,IC (μ=mc),0.971356,0.0565168
3,IC (μ=mc),0.97613,0.0392573
3,IC (μ=mc),0.980904,0.0251076
3,IC (μ=mc),0.985677,0.0141006
3,IC (μ=mc),0.990451,0.00625149
3,IC (μ=mc),0.995225,0.00155783
3,IC (μ=mc),0.999999,6.80326e-11
3,μ=0.25*mt=0.8385,0.05,0
3,μ=0.25*mt=0.8385,0.0547739,0
3,μ=0.25*mt=0.8385,0.0595477,0
3,μ=0.25*mt=0.8385,0.0643216,0
3,μ=0.25*mt=0.8385,0.0690955,0
3,μ=0.25*mt=0.8385,0.0738693,0
3,μ=0.25*mt=0.8385,0.0786432,0
3,μ=0.25*mt=0.8385,0.0834171,0
3,μ=0.25*mt=0.8385,0.0881909,0
3,μ=0.25*mt=0.8385,0.0929648,0
3,μ=0.25*mt=0.8385,0.0977386,0
3,μ=0.25*mt=0.8385,0.102513,0
3,μ=0.25*mt=0.8385,0.107286,0
3,μ=0.25*mt=0.8385,0.11206,0
3,μ=0.25*mt=0.8385,0.116834,0
3,μ=0.25*mt=0.8385,0.121608,0
3,μ=0.25*mt=0.8385,0.126382,0
3,μ=0.25*mt=0.8385,0.131156,0
3,μ=0.25*mt=0.8385,0.13593,0
3,μ=0.25*mt=0.8385,0.140703,0
3,μ=0.25*mt=0.8385,0.145477,0
3,μ=0.25*mt=0.8385,0.150251,0
3,μ=0.25*mt=0.8385,0.155025,0
3,μ=0.25*mt=0.8385,0.159799,0
3,μ=0.25*mt=0.8385,0.164573,0
3,μ=0.25*mt=0.8385,0.169347,0
3,μ=0.25*mt=0.8385,0.17412,0
3,μ=0.25*mt=0.8385,0.178894,0
3,μ=0.25*mt=0.8385,0.183668,0
3,μ=0.25*mt=0.8385,0.188442,0
3,μ=0.25*mt=0.8385,0.193216,0
3,μ=0.25*mt=0.8385,0.19799,0
3,μ=0.25*mt=0.8385,0.202764,0
3,μ=0.25*mt=0.8385,0.207538,0
3,μ=0.25*mt=0.8385,0.212311,0
3,μ=0.25*mt=0.8385,0.217085,0
3,μ=0.25*mt=0.8385,0.221859,0
3,μ=0.25*mt=0.8385,0.226633,0
3,μ=0.25*mt=0.8385,0.231407,0
3,μ=0.25*mt=0.8385,0.236181,0
3,μ=0.25*mt=0.8385,0.240955,0
3,μ=0.25*mt=0.8385,0.245728,0
3,μ=0.25*mt=0.8385,0.250502,0
3,μ=0.25*mt=0.8385,0.255276,0
3,μ=0.25*mt=0.8385,0.26005,0
3,μ=0.25*mt=0.8385,0.264824,0
3,μ=0.25*mt=0.8385,0.269598,0
3,μ=0.25*mt=0.8385,0.274372,0
3,μ=0.25*mt=0.8385,0.279145,0
3,μ=0.25*mt=0.8385,0.283919,0
3,μ=0.25*mt=0.8385,0.288693,0
3,μ=0.25*mt=0.8385,0.293467,0
3,μ=0.25*mt=0.8385,0.298241,0
3,μ=0.25*mt=0.8385,0.303015,0
3,μ=0.25*mt=0.8385,0.307789,0
3,μ=0.25*mt=0.8385,0.312563,0
3,μ=0.25*mt=0.8385,0.317336,0
3,μ=0.25*mt=0.8385,0.32211,0
3,μ=0.25*mt=0.8385,0.326884,0
3,μ=0.25*mt=0.8385,0.331658,0
3,μ=0.25*mt=0.8385,0.336432,0
3,μ=0.25*mt=0.8385,0.341206,0
3,μ=0.25*mt=0.8385,0.34598,0
3,μ=0.25*mt=0.8385,0.350753,0
3,μ=0.25*mt=0.8385,0.355527,0
3,μ=0.25*mt=0.8385,0.360301,0
3,μ=0.25*mt=0.8385,0.365075,0
3,μ=0.25*mt=0.8385,0.369849,0
3,μ=0.25*mt=0.8385,0.374623,0
3,μ=0.25*mt=0.8385,0.379397,0
3,μ=0.25*mt=0.8385,0.384171,0
3,μ=0.25*mt=0.8385,0.388944,0
3,μ=0.25*mt=0.8385,0.393718,0
3,μ=0.25*mt=0.8385,0.398492,0
3,μ=0.25*mt=0.8385,0.403266,0
3,μ=0.25*mt=0.8385,0.40804,0
3,μ=0.25*mt=0.8385,0.412814,0
3,μ=0.25*mt=0.8385,0.417588,0
3,μ=0.25*mt=0.8385,0.422361,0
3,μ=0.25*mt=0.8385,0.427135,0
3,μ=0.25*mt=0.8385,0.431909,0
3,μ=0.25*mt=0.8385,0.436683,0
3,μ=0.25*mt=0.8385,0.441457,0
3,μ=0.25*mt=0.8385,0.446231,0
3,μ=0.25*mt=0.8385,0.451005,0
3,μ=0.25*mt=0.8385,0.455778,0
3,μ=0.25*mt=0.8385,0.460552,0
3,μ=0.25*mt=0.8385,0.465326,0
3,μ=0.25*mt=0.8385,0.4701,0
3,μ=0.25*mt=0.8385,0.474874,0
3,μ=0.25*mt=0.8385,0.479648,0
3,μ=0.25*mt=0.8385,0.484422,0
3,μ=0.25*mt=0.8385,0.489196,0
3,μ=0.25*mt=0.8385,0.493969,0
3,μ=0.25*mt=0.8385,0.498743,0
3,μ=0.25*mt=0.8385,0.503517,0
3,μ=0.25*mt=0.8385,0.508291,0
3,μ=0.25*mt=0.8385,0.513065,0
3,μ=0.25*mt=0.8385,0.517839,0
3,μ=0.25*mt=0.8385,0.522613,0
3,μ=0.25*mt=0.8385,0.527386,0
3,μ=0.25*mt=0.8385,0.53216,0
3,μ=0.25*mt=0.8385,0.536934,0
3,μ=0.25*mt=0.8385,0.541708,0
3,μ=0.25*mt=0.8385,0.546482,0
3,μ=0.25*mt=0.8385,0.551256,0
3,μ=0.25*mt=0.8385,0.55603,0
3,μ=0.25*mt=0.8385,0.560803,0
3,μ=0.25*mt=0.8385,0.565577,0
3,μ=0.25*mt=0.8385,0.570351,0
3,μ=0.25*mt=0.8385,0.575125,0
3,μ=0.25*mt=0.8385,0.579899,0
3,μ=0.25*mt=0.8385,0.584673,0
3,μ=0.25*mt=0.8385,0.589447,0
3,μ=0.25*mt=0.8385,0.594221,0
3,μ=0.25*mt=0.8385,0.598994,0
3,μ=0.25*mt=0.8385,0.603768,0
3,μ=0.25*mt=0.8385,0.608542,0
3,μ=0.25*mt=0.8385,0.613316,0
3,μ=0.25*mt=0.8385,0.61809,0
3,μ=0.25*mt=0.8385,0.622864,0
3,μ=0.25*mt=0.8385,0.627638,0
3,μ=0.25*mt=0.8385,0.632411,0
3,μ=0.25*mt=0.8385,0.637185,0
3,μ=0.25*mt=0.8385,0.641959,0
3,μ=0.25*mt=0.8385,0.646733,0
3,μ=0.25*mt=0.8385,0.651507,0
3,μ=0.25*mt=0.8385,0.656281,0
3,μ=0.25*mt=0.8385,0.661055,0
3,μ=0.25*mt=0.8385,0.665828,0
3,μ=0.25*mt=0.8385,0.670602,0
3,μ=0.25*mt=0.8385,0.675376,0
3,μ=0.25*mt=0.8385,0.68015,0
3,μ=0.25*mt=0.8385,0.684924,0
3,μ=0.25*mt=0.8385,0.689698,0
3,μ=0.25*mt=0.8385,0.694472,0
3,μ=0.25*mt=0.8385,0.699246,0
3,μ=0.25*mt=0.8385,0.704019,0
3,μ=0.25*mt=0.8385,0.708793,0
3,μ=0.25*mt=0.8385,0.713567,0
3,μ=0.25*mt=0.8385,0.718341,0
3,μ=0.25*mt=0.8385,0.723115,0
3,μ=0.25*mt=0.8385,0.727889,0
3,μ=0.25*mt=0.8385,0.732663,0
3,μ=0.25*mt=0.8385,0.737436,0
3,μ=0.25*mt=0.8385,0.74221,0
3,μ=0.25*mt=0.8385,0.746984,0
3,μ=0.25*mt=0.8385,0.751758,0
3,μ=0.25*mt=0.8385,0.756532,0
3,μ=0.25*mt=0.8385,0.761306,0
3,μ=0.25*mt=0.8385,0.76608,0
3,μ=0.25*mt=0.8385,0.770854,0
3,μ=0.25*mt=0.8385,0.775627,0
3,μ=0.25*mt=0.8385,0.780401,0
3,μ=0.25*mt=0.8385,0.785175,0
3,μ=0.25*mt=0.8385,0.789949,0
3,μ=0.25*mt=0.8385,0.794723,0
3,μ=0.25*mt=0.8385,0.799497,0
3,μ=0.25*mt=0.8385,0.804271,0
3,μ=0.25*mt=0.8385,0.809044,0
3,μ=0.25*mt=0.8385,0.813818,0
3,μ=0.25*mt=0.8385,0.818592,0
3,μ=0.25*mt=0.8385,0.823366,0
3,μ=0.25*mt=0.8385,0.82814,0
3,μ=0.25*mt=0.8385,0.832914,0
3,μ=0.25*mt=0.8385,0.837688,0
3,μ=0.25*mt=0.8385,0.842461,0
3,μ=0.25*mt=0.8385,0.847235,0
3,μ=0.25*mt=0.8385,0.852009,0
3,μ=0.25*mt=0.8385,0.856783,0
3,μ=0.25*mt=0.8385,0.861557,0
3,μ=0.25*mt=0.8385,0.866331,0
3,μ=0.25*mt=0.8385,0.871105,0
3,μ=0.25*mt=0.8385,0.875879,0
3,μ=0.25*mt=0.8385,0.880652,0
3,μ=0.25*mt=0.8385,0.885426,0
3,μ=0.25*mt=0.8385,0.8902,0
3,μ=0.25*mt=0.8385,0.894974,0
3,μ=0.25*mt=0.8385,0.899748,0
3,μ=0.25*mt=0.8385,0.904522,0
3,μ=0.25*mt=0.8385,0.909296,0
3,μ=0.25*mt=0.8385,0.914069,0
3,μ=0.25*mt=0.8385,0.918843,0
3,μ=0.25*mt=0.8385,0.923617,0
3,μ=0.25*mt=0.8385,0.928391,0
3,μ=0.25*mt=0.8385,0.933165,0
3,μ=0.25*mt=0.8385,0.937939,0
3,μ=0.25*mt=0.8385,0.942713,0
3,μ=0.25*mt=0.8385,0.947486,0
3,μ=0.25*mt=0.8385,0.95226,0
3,μ=0.25*mt=0.8385,0.957034,0
3,μ=0.25*mt=0.8385,0.961808,0
3,μ=0.25*mt=0.8385,0.966582,0
3,μ=0.25*mt=0.8385,0.971356,0
3,μ=0.25*mt=0.8385,0.97613,0
3,μ=0.25*mt=0.8385,0.980904,0
3,μ=0.25*mt=0.8385,0.985677,0
3,μ=0.25*mt=0.8385,0.990451,0
3,μ=0.25*mt=0.8385,0.995225,0
3,μ=0.25*mt=0.8385,0.999999,0
3,μ=0.5*mt=1.677,0.05,0
3,μ=0.5*mt=1.677,0.0547739,0
3,μ=0.5*mt=1.677,0.0595477,0
3,μ=0.5*mt=1.677,0.0643216,0
3,μ=0.5*mt=1.677,0.0690955,0
3,μ=0.5*mt=1.677,0.0738693,0
3,μ=0.5*mt=1.677,0.0786432,0
3,μ=0.5*mt=1.677,0.0834171,0
3,μ=0.5*mt=1.677,0.0881909,0
3,μ=0.5*mt=1.677,0.0929648,0
3,μ=0.5*mt=1.677,0.0977386,0
3,μ=0.5*mt=1.677,0.102513,0
3,μ=0.5*mt=1.677,0.107286,0
3,μ=0.5*mt=1.677,0.11206,0
3,μ=0.5*mt=1.677,0.116834,0
3,μ=0.5*mt=1.677,0.121608,0
3,μ=0.5*mt=1.677,0.126382,0
3,μ=0.5*mt=1.677,0.131156,0
3,μ=0.5*mt=1.677,0.13593,0
3,μ=0.5*mt=1.677,0.140703,0
3,μ=0.5*mt=1.677,0.145477,0
3,μ=0.5*mt=1.677,0.150251,0
3,μ=0.5*mt=1.677,0.155025,0
3,μ=0.5*mt=1.677,0.159799,0
3,μ=0.5*mt=1.677,0.164573,0
3,μ=0.5*mt=1.677,0.169347,0
3,μ=0.5*mt=1.677,0.17412,0
3,μ=0.5*mt=1.677,0.178894,0
3,μ=0.5*mt=1.677,0.183668,0
3,μ=0.5*mt=1.677,0.188442,0
3,μ=0.5*mt=1.677,0.193216,0
3,μ=0.5*mt=1.677,0.19799,0
3,μ=0.5*mt=1.677,0.202764,0
3,μ=0.5*mt=1.677,0.207538,0
3,μ=0.5*mt=1.677,0.212311,0
3,μ=0.5*mt=1.677,0.217085,0
3,μ=0.5*mt=1.677,0.221859,0
3,μ=0.5*mt=1.677,0.226633,0
3,μ=0.5*mt=1.677,0.231407,0
3,μ=0.5*mt=1.677,0.236181,0
3,μ=0.5*mt=1.677,0.240955,0
3,μ=0.5*mt=1.677,0.245728,0
3,μ=0.5*mt=1.677,0.250502,0
3,μ=0.5*mt=1.677,0.255276,0
3,μ=0.5*mt=1.677,0.26005,0
3,μ=0.5*mt=1.677,0.264824,0
3,μ=0.5*mt=1.677,0.269598,0
3,μ=0.5*mt=1.677,0.274372,0
3,μ=0.5*mt=1.677,0.279145,0
3,μ=0.5*mt=1.677,0.283919,0
3,μ=0.5*mt=1.677,0.288693,0
3,μ=0.5*mt=1.677,0.293467,0
3,μ=0.5*mt=1.677,0.298241,0
3,μ=0.5*mt=1.677,0.303015,0
3,μ=0.5*mt=1.677,0.307789,0
3,μ=0.5*mt=1.677,0.312563,0
3,μ=0.5*mt=1.677,0.317336,0
3,μ=0.5*mt=1.677,0.32211,0
3,μ=0.5*mt=1.677,0.326884,0
3,μ=0.5*mt=1.677,0.331658,0
3,μ=0.5*mt=1.677,0.336432,0
3,μ=0.5*mt=1.677,0.341206,0
3,μ=0.5*mt=1.677,0.34598,0
3,μ=0.5*mt=1.677,0.350753,0
3,μ=0.5*mt=1.677,0.355527,0
3,μ=0.5*mt=1.677,0.360301,0
3,μ=0.5*mt=1.677,0.365075,0
3,μ=0.5*mt=1.677,0.369849,0
3,μ=0.5*mt=1.677,0.374623,0
3,μ=0.5*mt=1.677,0.379397,0
3,μ=0.5*mt=1.677,0.384171,0
3,μ=0.5*mt=1.677,0.388944,0
3,μ=0.5*mt=1.677,0.393718,0
3,μ=0.5*mt=1.677,0.398492,0
3,μ=0.5*mt=1.677,0.403266,0
3,μ=0.5*mt=1.677,0.40804,0
3,μ=0.5*mt=1.677,0.412814,0
3,μ=0.5*mt=1.677,0.417588,0
3,μ=0.5*mt=1.677,0.422361,0
3,μ=0.5*mt=1.677,0.427135,0
3,μ=0.5*mt=1.677,0.431909,0
3,μ=0.5*mt=1.677,0.436683,0
3,μ=0.5*mt=1.677,0.441457,0
3,μ=0.5*mt=1.677,0.446231,0
3,μ=0.5*mt=1.677,0.451005,0
3,μ=0.5*mt=1.677,0.455778,0
3,μ=0.5*mt=1.677,0.460552,0
3,μ=0.5*mt=1.677,0.465326,0
3,μ=0.5*mt=1.677,0.4701,0
3,μ=0.5*mt=1.677,0.474874,0
3,μ=0.5*mt=1.677,0.479648,0
3,μ=0.5*mt=1.677,0.484422,0
3,μ=0.5*mt=1.677,0.489196,0
3,μ=0.5*mt=1.677,0.493969,0
3,μ=0.5*mt=1.677,0.498743,0
3,μ=0.5*mt=1.677,0.503517,0
3,μ=0.5*mt=1.677,0.508291,0
3,μ=0.5*mt=1.677,0.513065,0
3,μ=0.5*mt=1.677,0.517839,0
3,μ=0.5*mt=1.677,0.522613,0
3,μ=0.5*mt=1.677,0.527386,0
3,μ=0.5*mt=1.677,0.53216,0
3,μ=0.5*mt=1.677,0.536934,0
3,μ=0.5*mt=1.677,0.541708,0
3,μ=0.5*mt=1.677,0.546482,0
3,μ=0.5*mt=1.677,0.551256,0
3,μ=0.5*mt=1.677,0.55603,0
3,μ=0.5*mt=1.677,0.560803,0
3,μ=0.5*mt=1.677,0.565577,0
3,μ=0.5*mt=1.677,0.570351,0
3,μ=0.5*mt=1.677,0.575125,0
3,μ=0.5*mt=1.677,0.579899,0
3,μ=0.5*mt=1.677,0.584673,0
3,μ=0.5*mt=1.677,0.589447,0
3,μ=0.5*mt=1.677,0.594221,0
3,μ=0.5*mt=1.677,0.598994,0
3,μ=0.5*mt=1.677,0.603768,0
3,μ=0.5*mt=1.677,0.608542,0
3,μ=0.5*mt=1.677,0.613316,0
3,μ=0.5*mt=1.677,0.61809,0
3,μ=0.5*mt=1.677,0.622864,0
3,μ=0.5*mt=1.677,0.627638,0
3,μ=0.5*mt=1.677,0.632411,0
3,μ=0.5*mt=1.677,0.637185,0
3,μ=0.5*mt=1.677,0.641959,0
3,μ=0.5*mt=1.677,0.646733,0
3,μ=0.5*mt=1.677,0.651507,0
3,μ=0.5*mt=1.677,0.656281,0
3,μ=0.5*mt=1.677,0.661055,0
3,μ=0.5*mt=1.677,0.665828,0
3,μ=0.5*mt=1.677,0.670602,0
3,μ=0.5*mt=1.677,0.675376,0
3,μ=0.5*mt=1.677,0.68015,0
3,μ=0.5*mt=1.677,0.684924,0
3,μ=0.5*mt=1.677,0.689698,0
3,μ=0.5*mt=1.677,0.694472,0
3,μ=0.5*mt=1.677,0.699246,0
3,μ=0.5*mt=1.677,0.704019,0
3,μ=0.5*mt=1.677,0.708793,0
3,μ=0.5*mt=1.677,0.713567,0
3,μ=0.5*mt=1.677,0.718341,0
3,μ=0.5*mt=1.677,0.723115,0
3,μ=0.5*mt=1.677,0.727889,0
3,μ=0.5*mt=1.677,0.732663,0
3,μ=0.5*mt=1.677,0.737436,0
3,μ=0.5*mt=1.677,0.74221,0
3,μ=0.5*mt=1.677,0.746984,0
3,μ=0.5*mt=1.677,0.751758,0
3,μ=0.5*mt=1.677,0.756532,0
3,μ=0.5*mt=1.677,0.761306,0
3,μ=0.5*mt=1.677,0.76608,0
3,μ=0.5*mt=1.677,0.770854,0
3,μ=0.5*mt=1.677,0.775627,0
3,μ=0.5*mt=1.677,0.780401,0
3,μ=0.5*mt=1.677,0.785175,0
3,μ=0.5*mt=1.677,0.789949,0
3,μ=0.5*mt=1.677,0.794723,0
3,μ=0.5*mt=1.677,0.799497,0
3,μ=0.5*mt=1.677,0.804271,0
3,μ=0.5*mt=1.677,0.809044,0
3,μ=0.5*mt=1.677,0.813818,0
3,μ=0.5*mt=1.677,0.818592,0
3,μ=0.5*mt=1.677,0.823366,0
3,μ=0.5*mt=1.677,0.82814,0
3,μ=0.5*mt=1.677,0.832914,0
3,μ=0.5*mt=1.677,0.837688,0
3,μ=0.5*mt=1.677,0.842461,0
3,μ=0.5*mt=1.677,0.847235,0
3,μ=0.5*mt=1.677,0.852009,0
3,μ=0.5*mt=1.677,0.856783,0
3,μ=0.5*mt=1.677,0.861557,0
3,μ=0.5*mt=1.677,0.866331,0
3,μ=0.5*mt=1.677,0.871105,0
3,μ=0.5*mt=1.677,0.875879,0
3,μ=0.5*mt=1.677,0.880652,0
3,μ=0.5*mt=1.677,0.885426,0
3,μ=0.5*mt=1.677,0.8902,0
3,μ=0.5*mt=1.677,0.894974,0
3,μ=0.5*mt=1.677,0.899748,0
3,μ=0.5*mt=1.677,0.904522,0
3,μ=0.5*mt=1.677,0.909296,0
3,μ=0.5*mt=1.677,0.914069,0
3,μ=0.5*mt=1.677,0.918843,0
3,μ=0.5*mt=1.677,0.923617,0
3,μ=0.5*mt=1.677,0.928391,0
3,μ=0.5*mt=1.677,0.933165,0
3,μ=0.5*mt=1.677,0.937939,0
3,μ=0.5*mt=1.677,0.942713,0
3,μ=0.5*mt=1.677,0.947486,0
3,μ=0.5*mt=1.677,0.95226,0
3,μ=0.5*mt=1.677,0.957034,0
3,μ=0.5*mt=1.677,0.961808,0
3,μ=0.5*mt=1.677,0.966582,0
3,μ=0.5*mt=1.677,0.971356,0
3,μ=0.5*mt=1.677,0.97613,0
3,μ=0.5*mt=1.677,0.980904,0
3,μ=0.5*mt=1.677,0.985677,0
3,μ=0.5*mt=1.677,0.990451,0
3,μ=0.5*mt=1.677,0.995225,0
3,μ=0.5*mt=1.677,0.999999,0
3,μ=1*mt=3.354,0.05,0
3,μ=1*mt=3.354,0.0547739,0
3,μ=1*mt=3.354,0.0595477,0
3,μ=1*mt=3.354,0.0643216,0
3,μ=1*mt=3.354,0.0690955,0
3,μ=1*mt=3.354,0.0738693,0
3,μ=1*mt=3.354,0.0786432,0
3,μ=1*mt=3.354,0.0834171,0
3,μ=1*mt=3.354,0.0881909,0
3,μ=1*mt=3.354,0.0929648,0
3,μ=1*mt=3.354,0.0977386,0
3,μ=1*mt=3.354,0.102513,0
3,μ=1*mt=3.354,0.107286,0
3,μ=1*mt=3.354,0.11206,0
3,μ=1*mt=3.354,0.116834,0
